"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
18,"Female","US",4,5,5,4,4,2,5,5,5,4,4,5,5,3,5,0.93,0.67,1,0.87,0.87
25,"Male","CA",2,3,4,1,2,2,2,5,4,4,5,3,5,4,4,0.6,0.33,0.73,0.8,0.87
18,"Female","US",2,2,2,3,3,3,4,5,4,5,4,2,2,5,3,0.4,0.6,0.87,0.73,0.67
19,"Female","US",2,4,5,5,4,4,4,4,5,4,5,4,5,4,5,0.73,0.87,0.87,0.87,0.93
16,"Female","US",1,2,1,4,5,4,4,5,2,4,4,4,4,4,2,0.27,0.87,0.73,0.8,0.67
19,"Male","US",4,4,4,5,5,3,5,5,4,4,5,3,4,2,3,0.8,0.87,0.93,0.8,0.6
20,"Female","US",2,3,3,4,2,2,3,3,4,2,4,3,4,5,5,0.53,0.53,0.67,0.6,0.93
16,"Female","US",1,3,3,5,5,5,3,1,2,4,5,4,5,5,5,0.47,1,0.4,0.87,1
33,"Male","US",4,3,3,3,3,2,4,4,5,4,4,4,5,4,4,0.67,0.53,0.87,0.8,0.87
19,"Male","US",4,2,2,5,5,2,3,3,3,2,4,2,5,5,4,0.53,0.8,0.6,0.53,0.93
25,"Female","US",2,4,4,3,3,2,4,4,4,3,4,4,2,3,4,0.67,0.53,0.8,0.73,0.6
25,"Male","CN",5,5,5,1,2,5,5,5,5,5,5,4,5,4,4,1,0.53,1,0.93,0.87
21,"Female","PH",3,3,4,4,4,4,5,4,4,3,4,2,4,3,4,0.67,0.8,0.87,0.6,0.73
18,"Female","US",3,5,4,5,5,4,5,5,4,3,4,3,3,3,3,0.8,0.93,0.93,0.67,0.6
16,"Female","US",2,5,3,2,2,2,5,5,4,4,4,4,4,5,4,0.67,0.4,0.93,0.8,0.87
38,"Female","US",2,4,3,3,3,2,5,5,2,2,2,2,5,5,4,0.6,0.53,0.8,0.4,0.93
45,"Male","ZA",5,5,5,3,5,5,5,3,5,4,4,4,3,5,4,1,0.87,0.87,0.8,0.8
19,"Female","US",4,5,5,5,5,1,5,5,4,3,3,2,4,4,3,0.93,0.73,0.93,0.53,0.73
67,"Female","US",2,5,5,3,4,2,4,4,3,4,5,4,4,3,4,0.8,0.6,0.73,0.87,0.73
22,"Male","US",4,2,1,5,5,5,5,5,1,5,4,5,5,5,5,0.47,1,0.73,0.93,1
14,"Female","US",3,4,4,4,4,4,5,5,2,5,4,4,4,3,4,0.73,0.8,0.8,0.87,0.73
16,"Male","US",1,1,1,5,5,3,4,5,4,3,3,2,5,4,4,0.2,0.87,0.87,0.53,0.87
32,"Female","US",3,4,5,3,4,1,5,4,4,4,3,2,4,4,4,0.8,0.53,0.87,0.6,0.8
16,"Female","US",4,4,4,5,5,3,4,5,4,4,4,3,4,4,4,0.8,0.87,0.87,0.73,0.8
18,"Male","US",4,5,4,1,2,1,5,4,4,4,4,4,4,5,4,0.87,0.27,0.87,0.8,0.87
27,"Female","HK",4,4,4,3,3,3,5,5,4,2,4,3,5,4,3,0.8,0.6,0.93,0.6,0.8
23,"Female","US",3,4,5,5,5,5,4,4,4,2,4,3,5,5,5,0.8,1,0.8,0.6,1
63,"Female","US",2,4,4,2,4,3,1,5,5,4,3,3,5,5,4,0.67,0.6,0.73,0.67,0.93
15,"Female","AU",3,2,4,4,4,3,3,2,2,2,2,1,5,4,5,0.6,0.73,0.47,0.33,0.93
18,"Female","US",1,4,3,5,5,5,4,4,3,4,3,3,3,2,2,0.53,1,0.73,0.67,0.47
17,"Female","US",3,4,5,4,5,1,5,5,1,5,3,5,2,4,2,0.8,0.67,0.73,0.87,0.53
15,"Female","US",3,4,2,4,4,4,3,4,3,2,3,4,3,3,3,0.6,0.8,0.67,0.6,0.6
16,"Female","US",3,4,5,1,2,1,1,2,5,2,4,5,5,3,5,0.8,0.27,0.53,0.73,0.87
19,"Female","US",4,5,4,4,5,5,4,5,5,2,4,4,4,3,4,0.87,0.93,0.93,0.67,0.73
22,"Male","US",5,5,5,4,4,5,5,5,5,3,2,2,5,5,5,1,0.87,1,0.47,1
32,"Female","US",2,3,3,5,5,5,4,5,4,3,5,3,3,5,4,0.53,1,0.87,0.73,0.8
17,"Female","US",3,4,3,4,5,4,3,5,3,5,4,4,4,4,2,0.67,0.87,0.73,0.87,0.67
18,"Female","US",3,4,5,4,5,3,5,5,5,4,5,4,3,5,4,0.8,0.8,1,0.87,0.8
21,"Female","US",4,3,3,1,2,1,4,4,4,2,5,1,3,3,2,0.67,0.27,0.8,0.53,0.53
20,"Female","US",1,2,5,4,5,1,5,5,4,2,5,4,5,4,5,0.53,0.67,0.93,0.73,0.93
19,"Female","US",1,3,1,4,4,2,3,4,2,5,3,5,2,4,2,0.33,0.67,0.6,0.87,0.53
13,"Female","US",1,3,2,5,4,3,4,4,3,2,3,3,5,4,5,0.4,0.8,0.73,0.53,0.93
18,"Female","US",2,2,2,5,5,4,4,4,3,4,4,4,4,4,4,0.4,0.93,0.73,0.8,0.8
19,"Female","US",2,2,1,4,5,4,4,4,2,3,2,2,5,3,2,0.33,0.87,0.67,0.47,0.67
40,"Male","IN",4,4,3,4,4,1,2,5,5,4,5,4,5,5,5,0.73,0.6,0.8,0.87,1
24,"Female","US",3,4,3,4,4,4,5,5,4,4,5,4,5,5,5,0.67,0.8,0.93,0.87,1
31,"Female","US",1,4,4,4,4,3,5,4,5,4,5,4,3,5,4,0.6,0.73,0.93,0.87,0.8
19,"Male","US",2,2,3,5,5,3,4,4,4,1,5,1,5,4,4,0.47,0.87,0.8,0.47,0.87
21,"Female","US",3,1,1,2,2,2,1,1,2,4,5,3,5,5,5,0.33,0.4,0.27,0.8,1
37,"Female","US",3,3,2,3,4,2,3,4,4,3,4,3,4,4,4,0.53,0.6,0.73,0.67,0.8
17,"Female","US",3,5,5,5,5,3,5,5,5,4,5,5,5,5,5,0.87,0.87,1,0.93,1
51,"Male","CA",4,4,4,2,3,2,3,3,4,3,4,4,3,5,3,0.8,0.47,0.67,0.73,0.73
40,"Male","IN",2,3,4,5,4,4,3,4,4,3,5,5,5,5,5,0.6,0.87,0.73,0.87,1
37,"Female","CA",3,5,5,1,2,3,4,4,4,3,3,4,4,5,4,0.87,0.4,0.8,0.67,0.87
40,"Male","IN",3,5,2,5,5,1,3,5,5,5,5,5,5,5,5,0.67,0.73,0.87,1,1
21,"Male","US",3,3,1,4,3,2,3,2,3,4,5,4,5,5,5,0.47,0.6,0.53,0.87,1
38,"Male","US",2,3,2,4,4,3,4,5,3,4,5,4,3,5,3,0.47,0.73,0.8,0.87,0.73
20,"Female","US",3,5,5,4,4,3,3,5,3,4,4,4,3,3,5,0.87,0.73,0.73,0.8,0.73
52,"Female","CA",1,4,2,4,4,1,4,5,5,3,4,3,5,2,4,0.47,0.6,0.93,0.67,0.73
18,"Female","US",4,5,4,4,3,2,5,4,4,3,3,2,4,3,3,0.87,0.6,0.87,0.53,0.67
22,"Female","US",4,4,3,4,5,5,4,4,3,3,4,3,5,5,4,0.73,0.93,0.73,0.67,0.93
24,"Female","BR",1,5,5,5,5,1,3,5,5,3,5,4,4,5,5,0.73,0.73,0.87,0.8,0.93
23,"Male","US",3,3,4,4,4,4,4,3,3,3,4,4,5,4,3,0.67,0.8,0.67,0.73,0.8
18,"Female","US",2,4,3,2,2,1,5,5,5,4,5,4,5,4,3,0.6,0.33,1,0.87,0.8
25,"Female","US",4,2,3,4,5,4,4,4,4,4,5,2,5,5,5,0.6,0.87,0.8,0.73,1
60,"Female","AU",3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,0.6,0.53,0.67,0.6,0.6
32,"Male","KR",5,4,5,3,4,4,4,2,3,4,5,5,5,4,5,0.93,0.73,0.6,0.93,0.93
18,"Female","US",1,2,2,5,4,5,3,4,3,2,3,3,4,2,3,0.33,0.93,0.67,0.53,0.6
21,"Male","BR",2,2,2,5,5,5,5,5,5,4,4,4,5,5,5,0.4,1,1,0.8,1
42,"Female","US",2,4,4,3,4,1,4,4,4,4,4,4,4,4,4,0.67,0.53,0.8,0.8,0.8
25,"Male","HN",2,3,4,1,3,2,4,4,3,3,5,3,4,4,5,0.6,0.4,0.73,0.73,0.87
20,"Female","US",3,5,4,3,4,3,5,5,5,4,4,1,4,4,4,0.8,0.67,1,0.6,0.8
48,"Female","US",3,3,5,3,4,3,5,5,5,4,5,3,5,5,5,0.73,0.67,1,0.8,1
47,"Female","US",3,5,5,5,5,5,5,5,5,1,1,1,4,1,1,0.87,1,1,0.2,0.4
18,"Male","US",2,3,1,3,5,3,2,3,4,3,4,3,4,3,5,0.4,0.73,0.6,0.67,0.8
15,"Female","ID",4,3,4,4,4,3,3,4,3,4,2,4,3,4,4,0.73,0.73,0.67,0.67,0.73
29,"Female","US",3,4,4,4,3,3,3,5,4,2,2,3,4,3,4,0.73,0.67,0.8,0.47,0.73
27,"Male","US",3,4,4,2,3,1,4,4,5,4,5,4,4,5,5,0.73,0.4,0.87,0.87,0.93
38,"Female","US",1,3,4,3,4,3,5,4,3,4,5,5,3,4,5,0.53,0.67,0.8,0.93,0.8
14,"Female","IN",3,4,5,4,4,3,5,4,4,3,4,2,4,5,4,0.8,0.73,0.87,0.6,0.87
18,"Female","PH",1,5,2,3,3,3,5,5,4,4,4,5,5,3,4,0.53,0.6,0.93,0.87,0.8
20,"Male","CA",5,4,5,2,2,1,4,4,4,3,4,1,4,4,3,0.93,0.33,0.8,0.53,0.73
16,"Female","US",3,4,3,5,5,5,5,4,3,1,5,2,4,2,4,0.67,1,0.8,0.53,0.67
18,"Male","US",2,4,4,2,4,2,5,5,5,2,4,2,5,5,3,0.67,0.53,1,0.53,0.87
23,"Female","US",3,4,5,3,5,2,5,5,5,4,5,5,5,4,5,0.8,0.67,1,0.93,0.93
20,"Male","US",5,5,4,2,1,3,5,5,4,5,3,2,5,5,4,0.93,0.4,0.93,0.67,0.93
20,"Female","US",4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0.8,0.67,0.8,0.8,0.8
26,"Male","IN",3,4,2,5,5,3,3,4,4,2,5,1,5,5,5,0.6,0.87,0.73,0.53,1
40,"Female","NL",2,4,5,3,4,3,4,4,4,4,2,3,4,4,5,0.73,0.67,0.8,0.6,0.87
17,"Female","US",1,2,2,4,5,4,5,5,4,2,4,4,4,3,2,0.33,0.87,0.93,0.67,0.6
17,"Female","US",1,1,1,5,5,5,4,3,3,3,3,3,5,4,3,0.2,1,0.67,0.6,0.8
21,"Female","US",4,4,4,3,2,1,4,1,3,3,4,3,5,5,5,0.8,0.4,0.53,0.67,1
31,"Male","US",3,2,1,5,4,3,3,4,4,4,3,4,5,4,5,0.4,0.8,0.73,0.73,0.93
26,"Female","IN",2,3,2,3,4,4,5,5,5,5,5,5,5,3,3,0.47,0.73,1,1,0.73
29,"Female","US",4,5,4,4,3,4,4,5,5,4,4,4,5,5,5,0.87,0.73,0.93,0.8,1
14,"Female","AU",5,4,5,2,4,5,5,5,4,3,4,4,4,5,5,0.93,0.73,0.93,0.73,0.93
25,"Female","BG",2,5,4,1,4,1,4,2,5,4,5,5,3,5,4,0.73,0.4,0.73,0.93,0.8
20,"Male","MY",3,5,3,2,4,1,5,2,5,2,4,3,5,3,3,0.73,0.47,0.8,0.6,0.73
15,"Female","SG",4,2,4,4,4,4,5,5,3,3,4,2,5,4,4,0.67,0.8,0.87,0.6,0.87
19,"Male","PK",4,4,4,5,3,2,4,5,4,3,5,4,4,5,4,0.8,0.67,0.87,0.8,0.87
26,"Female","IN",2,5,5,1,3,5,5,5,4,3,1,3,4,5,3,0.8,0.6,0.93,0.47,0.8
22,"Female","DK",3,3,3,2,3,2,3,3,3,4,4,3,4,4,3,0.6,0.47,0.6,0.73,0.73
19,"Male","HU",3,2,1,4,4,3,3,4,3,1,4,2,5,1,4,0.4,0.73,0.67,0.47,0.67
27,"Female","NO",2,4,4,5,3,4,4,4,2,3,4,1,3,3,4,0.67,0.8,0.67,0.53,0.67
27,"Male","US",3,5,4,1,1,1,5,4,5,5,5,4,5,5,5,0.8,0.2,0.93,0.93,1
47,"Male","GB",4,5,5,2,2,2,5,4,4,4,3,2,5,4,4,0.93,0.4,0.87,0.6,0.87
27,"Male","PK",4,5,3,1,3,3,4,5,4,3,5,4,5,4,4,0.8,0.47,0.87,0.8,0.87
29,"Male","PH",4,4,3,3,2,2,3,2,4,2,4,4,3,3,3,0.73,0.47,0.6,0.67,0.6
33,"Male","DK",4,4,5,1,3,1,3,4,3,1,3,1,5,5,3,0.87,0.33,0.67,0.33,0.87
20,"Female","RO",3,4,3,5,5,1,5,5,5,2,5,1,5,4,3,0.67,0.73,1,0.53,0.8
19,"Female","ES",2,3,2,4,3,4,3,2,4,3,4,2,3,4,4,0.47,0.73,0.6,0.6,0.73
40,"Female","AU",2,3,2,2,2,2,4,4,3,3,4,3,5,5,4,0.47,0.4,0.73,0.67,0.93
14,"Female","PH",4,3,2,4,3,3,4,4,2,3,4,3,5,2,2,0.6,0.67,0.67,0.67,0.6
24,"Male","GB",1,3,3,5,4,5,4,5,4,3,3,3,4,2,3,0.47,0.93,0.87,0.6,0.6
16,"Female","AU",1,3,5,3,5,1,5,5,3,3,4,5,4,3,3,0.6,0.6,0.87,0.8,0.67
56,"Male","DE",2,3,3,3,3,2,2,4,3,4,4,4,4,3,3,0.53,0.53,0.6,0.8,0.67
15,"Male","UG",3,4,4,2,2,2,4,3,4,2,2,1,2,3,5,0.73,0.4,0.73,0.33,0.67
36,"Female","SK",4,4,5,4,4,4,5,5,5,4,3,3,5,5,5,0.87,0.8,1,0.67,1
18,"Male","IN",5,5,5,4,5,1,5,5,5,3,5,4,5,5,5,1,0.67,1,0.8,1
20,"Female","ID",3,3,3,4,5,2,3,3,3,3,2,3,5,3,3,0.6,0.73,0.6,0.53,0.73
21,"Female","ZM",3,4,4,3,3,2,4,4,3,4,4,4,4,4,4,0.73,0.53,0.73,0.8,0.8
22,"Female","PK",5,1,1,5,5,5,1,5,1,1,5,1,1,1,1,0.47,1,0.47,0.47,0.2
46,"Male","RO",1,3,4,2,3,2,3,2,3,4,4,5,5,4,4,0.53,0.47,0.53,0.87,0.87
45,"Female","KE",4,4,5,1,2,1,5,4,4,3,2,2,4,2,5,0.87,0.27,0.87,0.47,0.73
24,"Female","KR",2,5,5,2,4,2,5,4,3,2,4,4,5,4,5,0.8,0.53,0.8,0.67,0.93
16,"Female","US",3,4,5,5,4,2,4,4,5,4,4,4,3,3,4,0.8,0.73,0.87,0.8,0.67
19,"Female","IN",5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,0.93,1,1,1
42,"Female","AU",1,1,2,4,4,4,3,4,5,2,2,2,5,4,5,0.27,0.8,0.8,0.4,0.93
16,"Male","ES",2,3,3,3,4,3,4,4,3,3,4,3,4,4,4,0.53,0.67,0.73,0.67,0.8
24,"Female","SE",3,3,4,2,4,3,4,5,4,3,4,2,5,4,4,0.67,0.6,0.87,0.6,0.87
22,"Male","SE",5,4,5,1,2,2,5,4,5,2,4,2,5,5,5,0.93,0.33,0.93,0.53,1
17,"Male","US",1,2,2,4,4,3,3,4,2,3,3,5,3,4,4,0.33,0.73,0.6,0.73,0.73
18,"Male","US",3,5,4,2,3,2,4,4,4,5,5,3,5,5,4,0.8,0.47,0.8,0.87,0.93
17,"Female","US",3,2,1,5,5,5,1,3,3,2,4,3,4,3,3,0.4,1,0.47,0.6,0.67
17,"Female","US",1,4,4,4,5,1,3,5,3,4,4,4,5,5,4,0.6,0.67,0.73,0.8,0.93
16,"Male","US",4,5,5,2,4,1,5,5,4,4,5,1,4,5,5,0.93,0.47,0.93,0.67,0.93
17,"Male","US",4,5,5,5,2,4,5,4,3,2,4,1,5,5,4,0.93,0.73,0.8,0.47,0.93
17,"Male","US",1,3,2,4,5,3,4,4,3,4,4,4,3,4,3,0.4,0.8,0.73,0.8,0.67
25,"Male","PK",2,2,5,4,5,4,3,5,4,2,5,3,2,4,4,0.6,0.87,0.8,0.67,0.67
17,"Female","US",1,5,5,3,2,1,5,5,5,5,4,4,5,5,4,0.73,0.4,1,0.87,0.93
16,"Male","US",4,3,4,2,4,3,5,3,4,3,5,5,4,3,4,0.73,0.6,0.8,0.87,0.73
21,"Female","PK",1,2,5,2,4,5,4,4,4,3,4,4,3,4,2,0.53,0.73,0.8,0.73,0.6
25,"Female","IN",5,1,1,5,5,5,3,5,5,1,3,1,5,3,4,0.47,1,0.87,0.33,0.8
23,"Male","EU",4,5,5,2,2,2,5,4,1,4,5,5,4,5,5,0.93,0.4,0.67,0.93,0.93
16,"Female","PH",1,2,5,3,5,2,5,3,4,3,5,5,5,3,3,0.53,0.67,0.8,0.87,0.73
13,"Male","HK",1,1,3,4,4,4,2,5,4,4,4,5,4,5,4,0.33,0.8,0.73,0.87,0.87
49,"Female","US",5,5,5,1,4,4,5,5,5,5,5,5,4,5,4,1,0.6,1,1,0.87
17,"Female","US",4,5,3,5,4,4,3,4,2,5,5,3,3,5,3,0.8,0.87,0.6,0.87,0.73
18,"Male","US",3,3,3,2,4,5,5,5,4,2,4,1,5,5,5,0.6,0.73,0.93,0.47,1
17,"Female","US",3,2,4,4,4,4,2,3,3,4,5,4,5,5,4,0.6,0.8,0.53,0.87,0.93
17,"Female","US",4,4,4,3,4,5,4,4,5,3,3,3,4,3,5,0.8,0.8,0.87,0.6,0.8
17,"Female","US",5,5,5,3,5,2,5,5,5,5,5,3,3,5,5,1,0.67,1,0.87,0.87
18,"Female","US",4,3,5,5,5,4,5,5,4,3,5,3,1,3,3,0.8,0.93,0.93,0.73,0.47
17,"Female","US",2,4,4,5,4,4,4,4,3,5,4,5,4,4,5,0.67,0.87,0.73,0.93,0.87
19,"Female","BR",3,3,3,3,4,3,3,2,4,2,4,4,4,4,5,0.6,0.67,0.6,0.67,0.87
17,"Female","US",5,1,1,5,5,5,3,3,5,4,5,1,5,5,5,0.47,1,0.73,0.67,1
44,"Female","GR",2,5,5,3,5,3,4,4,4,4,4,4,5,5,4,0.8,0.73,0.8,0.8,0.93
16,"Male","SK",2,3,4,4,4,3,3,2,1,3,2,5,5,4,4,0.6,0.73,0.4,0.67,0.87
28,"Male","NG",4,5,3,4,1,1,5,5,5,3,4,3,5,4,4,0.8,0.4,1,0.67,0.87
42,"Female","US",4,5,5,4,5,2,1,5,4,3,5,5,5,5,3,0.93,0.73,0.67,0.87,0.87
17,"Female","US",4,3,3,3,3,4,4,3,4,2,4,2,2,3,2,0.67,0.67,0.73,0.53,0.47
17,"Female","US",3,5,5,2,3,2,2,5,5,5,5,5,5,5,5,0.87,0.47,0.8,1,1
22,"Female","PH",2,2,4,2,4,1,4,5,3,4,4,5,3,4,2,0.53,0.47,0.8,0.87,0.6
46,"Female","NO",1,3,2,4,3,4,5,4,3,3,3,1,5,5,5,0.4,0.73,0.8,0.47,1
18,"Female","GH",1,2,3,2,3,4,4,4,4,2,3,3,3,4,3,0.4,0.6,0.8,0.53,0.67
17,"Female","US",5,5,5,5,4,4,3,3,3,3,3,2,5,5,5,1,0.87,0.6,0.53,1
18,"Female","GB",1,2,1,4,5,5,5,5,3,4,4,4,5,4,2,0.27,0.93,0.87,0.8,0.73
18,"Female","US",2,4,3,5,5,5,4,2,2,3,5,3,4,2,4,0.6,1,0.53,0.73,0.67
17,"Female","US",5,4,4,4,4,2,5,4,4,5,4,4,4,3,4,0.87,0.67,0.87,0.87,0.73
17,"Female","US",3,3,2,5,5,2,5,3,4,5,5,5,4,5,4,0.53,0.8,0.8,1,0.87
16,"Female","US",1,2,2,4,4,2,5,3,3,4,4,2,5,5,5,0.33,0.67,0.73,0.67,1
18,"Female","GB",2,5,5,4,5,5,2,5,5,4,5,5,4,4,4,0.8,0.93,0.8,0.93,0.8
17,"Female","US",3,3,4,2,4,2,2,2,3,2,5,4,4,5,4,0.67,0.53,0.47,0.73,0.87
17,"Male","US",1,3,1,5,4,2,3,3,2,3,4,4,4,5,4,0.33,0.73,0.53,0.73,0.87
47,"Female","US",5,5,5,5,5,5,4,2,4,1,3,1,5,5,5,1,1,0.67,0.33,1
38,"Female","GB",3,5,5,2,3,3,5,4,5,4,4,5,4,4,4,0.87,0.53,0.93,0.87,0.8
18,"Female","US",2,3,4,4,5,3,4,5,4,5,5,4,3,2,3,0.6,0.8,0.87,0.93,0.53
55,"Female","GB",3,3,3,2,2,1,5,5,5,3,4,3,4,5,4,0.6,0.33,1,0.67,0.87
27,"Female","GB",2,3,2,1,2,1,5,5,3,4,5,4,5,3,5,0.47,0.27,0.87,0.87,0.87
23,"Female","GB",4,5,5,2,5,4,5,5,5,4,3,3,5,3,4,0.93,0.73,1,0.67,0.8
17,"Female","US",3,5,5,5,5,1,4,4,5,5,5,5,3,5,4,0.87,0.73,0.87,1,0.8
16,"Female","US",2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,0.6,1,1,1,1
26,"Female","GB",3,4,4,5,5,5,4,5,4,3,3,3,3,2,3,0.73,1,0.87,0.6,0.53
17,"Female","US",3,5,5,5,4,4,5,4,3,1,4,4,4,4,5,0.87,0.87,0.8,0.6,0.87
18,"Female","US",3,5,5,4,4,5,5,2,2,4,3,4,2,5,3,0.87,0.87,0.6,0.73,0.67
17,"Female","US",4,5,3,4,2,4,5,5,4,3,1,1,4,2,4,0.8,0.67,0.93,0.33,0.67
50,"Female","GB",3,4,4,4,4,2,5,5,4,4,4,3,5,3,4,0.73,0.67,0.93,0.73,0.8
24,"Female","GB",2,4,2,2,4,3,4,4,4,3,4,4,3,4,3,0.53,0.6,0.8,0.73,0.67
18,"Male","US",5,5,5,1,1,1,5,5,5,4,4,4,5,5,5,1,0.2,1,0.8,1
17,"Male","US",4,5,1,2,5,1,4,2,3,1,4,2,4,2,4,0.67,0.53,0.6,0.47,0.67
18,"Male","US",3,3,4,2,5,1,4,4,4,4,5,3,5,5,5,0.67,0.53,0.8,0.8,1
46,"Male","US",2,4,3,3,3,4,5,5,3,5,5,5,3,3,5,0.6,0.67,0.87,1,0.73
18,"Male","US",2,5,5,5,5,4,5,5,4,4,4,5,5,4,5,0.8,0.93,0.93,0.87,0.93
17,"Male","US",3,3,4,3,4,3,4,4,3,2,3,4,4,4,4,0.67,0.67,0.73,0.6,0.8
24,"Female","GB",4,4,4,4,5,5,5,5,4,3,5,3,5,4,4,0.8,0.93,0.93,0.73,0.87
43,"Female","GB",3,5,5,3,3,1,5,5,1,3,3,5,3,3,3,0.87,0.47,0.73,0.73,0.6
17,"Male","GB",5,5,5,1,1,1,5,1,5,4,5,5,5,5,5,1,0.2,0.73,0.93,1
20,"Female","US",4,1,5,5,5,4,4,5,5,4,5,5,5,4,4,0.67,0.93,0.93,0.93,0.87
18,"Female","PK",5,1,3,1,5,5,1,5,1,1,1,5,3,5,1,0.6,0.73,0.47,0.47,0.6
18,"Male","US",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2
22,"Female","IT",2,3,2,4,4,3,3,4,4,1,4,4,3,4,2,0.47,0.73,0.73,0.6,0.6
15,"Female","US",4,3,3,5,5,3,4,5,4,5,5,3,5,4,4,0.67,0.87,0.87,0.87,0.87
21,"Male","US",1,5,1,1,5,4,3,5,5,3,5,3,5,5,5,0.47,0.67,0.87,0.73,1
18,"Female","US",2,4,4,3,3,1,2,3,1,4,4,2,3,4,3,0.67,0.47,0.4,0.67,0.67
62,"Female","GB",1,4,4,5,4,4,3,4,3,4,4,3,4,3,3,0.6,0.87,0.67,0.73,0.67
18,"Female","US",1,2,2,3,5,5,5,5,5,4,4,3,5,5,4,0.33,0.87,1,0.73,0.93
52,"Female","US",4,5,5,2,3,2,5,5,5,4,4,4,5,5,5,0.93,0.47,1,0.8,1
67,"Male","US",3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,0.73,0.73,0.8,0.8,0.67
55,"Female","NL",3,4,4,2,3,2,4,4,4,4,3,2,5,5,5,0.73,0.47,0.8,0.6,1
19,"Male","IN",5,3,5,4,4,3,5,5,5,3,4,4,3,3,3,0.87,0.73,1,0.73,0.6
44,"Female","US",3,4,4,3,4,2,4,3,3,4,5,5,3,4,4,0.73,0.6,0.67,0.93,0.73
20,"Female","AU",1,4,2,5,5,4,3,5,4,2,4,4,5,5,5,0.47,0.93,0.8,0.67,1
61,"Female","IE",2,5,5,2,4,2,5,4,4,4,4,2,4,4,5,0.8,0.53,0.87,0.67,0.87
55,"Female","US",3,4,5,2,5,2,5,4,5,5,5,1,4,5,5,0.8,0.6,0.93,0.73,0.93
47,"Male","US",3,3,4,3,3,2,2,3,3,5,5,4,5,5,5,0.67,0.53,0.53,0.93,1
16,"Male","US",1,1,1,3,5,1,3,5,3,3,5,4,5,2,5,0.2,0.6,0.73,0.8,0.8
52,"Female","CA",3,2,3,5,5,5,4,5,4,2,3,3,5,5,3,0.53,1,0.87,0.53,0.87
21,"Female","IL",1,2,2,4,4,3,4,4,3,2,2,3,5,5,5,0.33,0.73,0.73,0.47,1
18,"Female","US",4,5,5,3,4,2,5,5,4,4,4,4,5,4,5,0.93,0.6,0.93,0.8,0.93
17,"Male","US",3,4,4,3,5,2,4,5,5,4,4,3,2,4,5,0.73,0.67,0.93,0.73,0.73
24,"Female","CA",2,1,3,4,5,1,4,4,2,4,5,3,3,5,3,0.4,0.67,0.67,0.8,0.73
17,"Male","US",1,2,4,1,4,2,4,4,4,2,4,3,5,4,5,0.47,0.47,0.8,0.6,0.93
14,"Female","US",4,4,2,1,3,1,5,2,3,3,5,5,5,5,4,0.67,0.33,0.67,0.87,0.93
14,"Male","US",3,4,4,2,4,3,4,4,4,3,4,2,5,4,5,0.73,0.6,0.8,0.6,0.93
13,"Male","US",2,5,4,2,3,2,5,5,4,4,5,3,4,4,3,0.73,0.47,0.93,0.8,0.73
26,"Male","IN",4,4,4,2,3,4,5,4,4,3,2,4,4,4,5,0.8,0.6,0.87,0.6,0.87
17,"Female","US",4,5,5,4,4,4,5,5,4,2,3,1,2,3,2,0.93,0.8,0.93,0.4,0.47
14,"Female","US",5,4,3,2,3,1,3,4,5,4,4,5,3,4,2,0.8,0.4,0.8,0.87,0.6
14,"Female","GB",1,2,2,2,4,2,2,4,2,3,4,3,3,4,4,0.33,0.53,0.53,0.67,0.73
18,"Male","US",3,3,4,4,3,4,4,3,3,4,3,2,5,3,3,0.67,0.73,0.67,0.6,0.73
18,"Female","GB",5,5,4,1,2,1,5,1,2,1,1,1,4,5,4,0.93,0.27,0.53,0.2,0.87
22,"Male","TT",1,4,4,2,5,2,5,5,4,2,4,2,5,5,5,0.6,0.6,0.93,0.53,1
18,"Female","US",3,5,5,5,5,5,4,4,4,3,4,4,5,3,4,0.87,1,0.8,0.73,0.8
16,"Male","GB",1,2,2,4,4,2,3,3,3,3,3,3,4,4,4,0.33,0.67,0.6,0.6,0.8
19,"Female","UA",1,1,1,3,5,1,1,3,1,2,3,1,5,3,3,0.2,0.6,0.33,0.4,0.73
17,"Female","IN",1,1,3,5,5,5,5,2,4,4,2,2,3,2,2,0.33,1,0.73,0.53,0.47
23,"Female","DE",1,1,1,5,5,4,5,5,2,1,5,1,5,4,3,0.2,0.93,0.8,0.47,0.8
23,"Female","US",3,3,3,5,5,3,5,5,4,5,5,4,5,3,4,0.6,0.87,0.93,0.93,0.8
17,"Female","US",5,4,5,3,4,1,4,5,4,3,5,1,5,5,5,0.93,0.53,0.87,0.6,1
21,"Male","TN",3,2,1,4,5,4,4,4,5,1,5,2,5,4,5,0.4,0.87,0.87,0.53,0.93
17,"Male","US",3,4,4,2,3,2,5,4,3,4,4,4,3,4,4,0.73,0.47,0.8,0.8,0.73
